thoigian,EX_US_VN,CPI_VN,CPI_US,VNGB,USFFR,VNI,SPX,FDI_VN,FDI_US,IMEX_VN,DXY,VNFR,,,,,,,,,,,,,
29/09/2019,"23,200.00",1.98,1.70,4.00,1.83,989.00,"2,952.01",14.22,28.30,1.70,99,68.8,,,,,,,,,,,,,
06/10/2019,"23,200.00",2.24,1.70,3.92,1.82,996.00,"2,970.27",16.21,52.10,1.80,98,70.1,,,,,,,,,,,,,
13/10/2019,"23,203.00",2.24,1.70,3.68,1.82,"1,015.00","2,986.20",16.21,52.10,1.80,97,70.1,,,,,,,,,,,,,
20/10/2019,"23,200.00",2.24,1.70,3.69,1.85,"1,022.00","3,022.55",16.21,52.10,1.80,98,70.1,,,,,,,,,,,,,
27/10/2019,"23,200.00",2.24,1.70,3.66,1.83,"1,010.00","3,066.91",16.21,52.10,1.80,97,70.1,,,,,,,,,,,,,
03/11/2019,"23,198.00",3.52,1.80,3.73,1.57,977.00,"3,093.08",17.62,52.10,1.50,98,73.5,,,,,,,,,,,,,
10/11/2019,"23,204.00",3.52,1.80,3.71,1.55,970.00,"3,120.46",17.62,52.10,1.50,98,73.5,,,,,,,,,,,,,
17/11/2019,"23,195.00",3.52,1.80,3.68,1.55,963.00,"3,110.29",17.62,52.10,1.50,98,73.5,,,,,,,,,,,,,
24/11/2019,"23,179.00",3.52,1.80,3.57,1.55,966.00,"3,140.98",17.62,52.10,1.50,98,73.5,,,,,,,,,,,,,
01/12/2019,"23,175.00",5.23,2.10,3.50,1.56,956.00,"3,145.91",20.38,52.10,0.30,98,78,,,,,,,,,,,,,
08/12/2019,"23,173.00",5.23,2.10,3.51,1.55,963.00,"3,168.80",20.38,52.10,0.30,97,78,,,,,,,,,,,,,
15/12/2019,"23,175.00",5.23,2.10,3.49,1.55,965.00,"3,221.22",20.38,52.10,0.30,98,78,,,,,,,,,,,,,
22/12/2019,"23,171.00",5.23,2.10,3.37,1.55,968.00,"3,240.02",20.38,52.10,0.30,97,78,,,,,,,,,,,,,
29/12/2019,"23,171.00",5.23,2.10,3.38,1.55,978.00,"3,234.85",20.38,52.10,0.30,97,78,,,,,,,,,,,,,
05/01/2020,"23,176.00",6.43,2.30,3.08,1.55,991.00,"3,265.35",1.60,30.40,-0.30,97,81.1,,,,,,,,,,,,,
12/01/2020,"23,170.00",6.43,2.30,2.85,1.54,936.00,"3,329.62",1.60,30.40,-0.30,98,81.1,,,,,,,,,,,,,
19/01/2020,"23,169.00",6.43,2.30,3.11,1.55,940.00,"3,295.47",1.60,30.40,-0.30,98,81.1,,,,,,,,,,,,,
26/01/2020,"23,222.00",6.43,2.30,3.16,1.55,937.00,"3,225.52",1.60,30.40,-0.30,97,81.1,,,,,,,,,,,,,
02/02/2020,"23,230.00",5.40,2.50,3.05,1.59,933.00,"3,327.71",2.45,30.40,2.30,99,80.7,,,,,,,,,,,,,
09/02/2020,"23,245.00",5.40,2.50,2.98,1.58,882.00,"3,380.16",2.45,30.40,2.30,99,80.7,,,,,,,,,,,,,
16/02/2020,"23,242.00",5.40,2.50,2.88,1.58,891.00,"3,337.75",2.45,30.40,2.30,99,80.7,,,,,,,,,,,,,
23/02/2020,"23,240.00",5.40,2.50,2.86,1.58,761.00,"2,954.22",2.45,30.40,2.30,98,80.7,,,,,,,,,,,,,
01/03/2020,"23,205.00",4.90,2.30,2.34,1.58,709.00,"2,972.37",3.85,30.40,1.90,96,81.3,,,,,,,,,,,,,
08/03/2020,"23,208.00",4.90,2.30,2.44,1.09,696.00,"2,711.02",3.85,30.40,1.90,99,81.3,,,,,,,,,,,,,
15/03/2020,"23,455.00",4.90,2.30,2.88,1.10,701.00,"2,304.92",3.85,30.40,1.90,103,81.3,,,,,,,,,,,,,
22/03/2020,"23,620.00",4.90,2.30,3.45,0.15,757.00,"2,541.47",3.85,30.40,1.90,98,81.3,,,,,,,,,,,,,
29/03/2020,"23,550.00",4.90,2.30,3.53,0.10,789.00,"2,488.65",3.85,30.40,1.90,101,81.3,,,,,,,,,,,,,
05/04/2020,"23,435.00",2.90,1.50,3.22,0.05,776.00,"2,789.82",5.15,24.70,-0.90,100,81.4,,,,,,,,,,,,,
12/04/2020,"23,424.00",2.90,1.50,3.25,0.05,769.00,"2,874.56",5.15,24.70,-0.90,100,81.4,,,,,,,,,,,,,
19/04/2020,"23,505.00",2.90,1.50,3.20,0.05,813.00,"2,836.74",5.15,24.70,-0.90,100,81.4,,,,,,,,,,,,,
26/04/2020,"23,428.00",2.90,1.50,3.05,0.05,827.00,"2,830.71",5.15,24.70,-0.90,99,81.4,,,,,,,,,,,,,
03/05/2020,"23,377.00",2.40,0.30,3.06,0.05,852.00,"2,929.80",6.70,24.70,1.00,100,82.8,,,,,,,,,,,,,
10/05/2020,"23,355.00",2.40,0.30,3.01,0.05,864.00,"2,863.70",6.70,24.70,1.00,100,82.8,,,,,,,,,,,,,
17/05/2020,"23,267.00",2.40,0.30,3.03,0.05,886.00,"2,955.45",6.70,24.70,1.00,100,82.8,,,,,,,,,,,,,
24/05/2020,"23,280.00",2.40,0.30,3.15,0.05,863.00,"3,044.31",6.70,24.70,1.00,98,82.8,,,,,,,,,,,,,
31/05/2020,"23,255.00",2.40,0.30,3.10,0.05,868.00,"3,193.93",6.70,24.70,1.00,97,82.8,,,,,,,,,,,,,
07/06/2020,"23,206.00",3.17,0.10,3.07,0.07,851.00,"3,041.31",8.65,24.70,1.90,97,83.4,,,,,,,,,,,,,
14/06/2020,"23,215.00",3.17,0.10,3.07,0.08,847.00,"3,097.74",8.65,24.70,1.90,98,83.4,,,,,,,,,,,,,
21/06/2020,"23,210.00",3.17,0.10,3.03,0.09,871.00,"3,009.05",8.65,24.70,1.90,97,83.4,,,,,,,,,,,,,
28/06/2020,"23,199.00",3.17,0.10,3.01,0.08,872.00,"3,130.01",8.65,24.70,1.90,97,83.4,,,,,,,,,,,,,
05/07/2020,"23,177.00",3.39,0.60,2.92,0.09,829.00,"3,185.04",10.12,44.70,2.80,97,81.1,,,,,,,,,,,,,
12/07/2020,"23,191.00",3.39,0.60,2.88,0.09,798.00,"3,224.73",10.12,44.70,2.80,96,81.1,,,,,,,,,,,,,
19/07/2020,"23,175.00",3.39,0.60,2.89,0.09,841.00,"3,215.63",10.12,44.70,2.80,94,81.1,,,,,,,,,,,,,
26/07/2020,"23,170.00",3.39,0.60,2.97,0.09,850.00,"3,271.12",10.12,44.70,2.80,93,81.1,,,,,,,,,,,,,
02/08/2020,"23,173.00",3.18,1.00,2.89,0.10,854.00,"3,351.28",11.35,44.70,5.00,93,87.8,,,,,,,,,,,,,
09/08/2020,"23,174.00",3.18,1.00,2.89,0.10,878.00,"3,372.85",11.35,44.70,5.00,93,87.8,,,,,,,,,,,,,
16/08/2020,"23,175.00",3.18,1.00,2.89,0.10,901.00,"3,397.16",11.35,44.70,5.00,93,87.8,,,,,,,,,,,,,
23/08/2020,"23,174.00",3.18,1.00,2.88,0.09,888.00,"3,508.01",11.35,44.70,5.00,92,87.8,,,,,,,,,,,,,
30/08/2020,"23,178.00",3.18,1.00,2.91,0.09,900.00,"3,426.96",11.35,44.70,5.00,93,87.8,,,,,,,,,,,,,
06/09/2020,"23,174.00",2.98,1.30,2.88,0.09,908.00,"3,340.97",13.76,44.70,3.00,93,88.4,,,,,,,,,,,,,
13/09/2020,"23,170.00",2.98,1.30,2.80,0.09,909.00,"3,319.47",13.76,44.70,3.00,93,88.4,,,,,,,,,,,,,
20/09/2020,"23,191.00",2.98,1.30,2.77,0.09,924.00,"3,298.46",13.76,44.70,3.00,95,88.4,,,,,,,,,,,,,
27/09/2020,"23,191.00",2.98,1.30,2.46,0.09,943.00,"3,348.44",13.76,44.70,3.00,94,88.4,,,,,,,,,,,,,
04/10/2020,"23,180.00",2.47,1.40,2.53,0.09,961.00,"3,477.13",15.80,53.70,3.00,93,90.1,,,,,,,,,,,,,
11/10/2020,"23,175.00",2.47,1.40,2.55,0.09,925.00,"3,483.81",15.80,53.70,3.00,94,90.1,,,,,,,,,,,,,
18/10/2020,"23,176.00",2.47,1.40,2.55,0.09,938.00,"3,465.39",15.80,53.70,3.00,93,90.1,,,,,,,,,,,,,
25/10/2020,"23,180.00",2.47,1.40,2.57,0.09,966.00,"3,269.96",15.80,53.70,3.00,94,90.1,,,,,,,,,,,,,
01/11/2020,"23,176.00",1.48,1.20,2.58,0.09,990.00,"3,509.44",17.20,53.70,0.50,92,92.5,,,,,,,,,,,,,
08/11/2020,"23,175.00",1.48,1.20,2.58,0.09,"1,010.00","3,585.15",17.20,53.70,0.50,93,92.5,,,,,,,,,,,,,
15/11/2020,"23,176.00",1.48,1.20,2.54,0.09,"1,021.00","3,557.54",17.20,53.70,0.50,92,92.5,,,,,,,,,,,,,
22/11/2020,"23,160.00",1.48,1.20,2.43,0.08,"1,045.00","3,638.35",17.20,53.70,0.50,92,92.5,,,,,,,,,,,,,
29/11/2020,"23,130.00",1.48,1.20,2.38,0.08,"1,067.00","3,699.12",17.20,53.70,0.50,91,92.5,,,,,,,,,,,,,
06/12/2020,"23,128.00",0.19,1.20,2.37,0.09,"1,084.00","3,663.46",20.00,53.70,-0.20,91,94.4,,,,,,,,,,,,,
13/12/2020,"23,124.00",0.19,1.20,2.33,0.09,"1,103.00","3,709.41",20.00,53.70,-0.20,90,94.4,,,,,,,,,,,,,
20/12/2020,"23,130.00",0.19,1.20,2.31,0.09,"1,167.00","3,703.06",20.00,53.70,-0.20,90,94.4,,,,,,,,,,,,,
27/12/2020,"23,070.00",0.19,1.20,2.45,0.09,"1,194.00","3,756.07",20.00,53.70,-0.20,90,94.4,,,,,,,,,,,,,
03/01/2021,"23,066.00",-0.97,1.40,2.44,0.09,"1,166.00","3,824.68",1.51,58.20,2.10,90,97,,,,,,,,,,,,,
10/01/2021,"23,065.00",-0.97,1.40,2.21,0.09,"1,056.00","3,768.25",1.51,58.20,2.10,91,97,,,,,,,,,,,,,
17/01/2021,"23,070.00",-0.97,1.40,2.19,0.09,"1,126.00","3,841.47",1.51,58.20,2.10,90,97,,,,,,,,,,,,,
24/01/2021,"23,048.00",-0.97,1.40,2.30,0.08,"1,114.00","3,714.24",1.51,58.20,2.10,91,97,,,,,,,,,,,,,
31/01/2021,"23,000.00",-0.97,1.40,2.25,0.07,"1,173.00","3,886.83",1.51,58.20,2.10,91,97,,,,,,,,,,,,,
07/02/2021,"23,010.00",0.70,1.40,2.27,0.08,"1,168.00","3,934.83",2.50,58.20,-0.50,90,97.7,,,,,,,,,,,,,
14/02/2021,"23,018.00",0.70,1.40,2.22,0.08,"1,168.00","3,906.71",2.50,58.20,-0.50,90,97.7,,,,,,,,,,,,,
21/02/2021,"23,015.00",0.70,1.40,2.36,0.07,"1,181.00","3,811.15",2.50,58.20,-0.50,91,97.7,,,,,,,,,,,,,
28/02/2021,"23,033.00",0.70,1.40,2.34,0.07,"1,194.00","3,841.94",2.50,58.20,-0.50,92,97.7,,,,,,,,,,,,,
07/03/2021,"23,055.00",1.16,1.70,2.36,0.07,"1,162.00","3,943.34",4.10,58.20,0.40,92,97.9,,,,,,,,,,,,,
14/03/2021,"23,073.00",1.16,1.70,2.43,0.07,"1,224.00","3,913.10",4.10,58.20,0.40,92,97.9,,,,,,,,,,,,,
21/03/2021,"23,084.00",1.16,1.70,2.36,0.07,"1,231.00","3,974.54",4.10,58.20,0.40,93,97.9,,,,,,,,,,,,,
28/03/2021,"23,073.00",1.16,1.70,2.36,0.07,"1,238.00","4,019.87",4.10,58.20,0.40,93,97.9,,,,,,,,,,,,,
04/04/2021,"23,065.00",2.70,2.60,2.37,0.07,"1,248.00","4,128.80",5.50,77.90,-1.20,92,100,,,,,,,,,,,,,
11/04/2021,"23,067.00",2.70,2.60,2.29,0.07,"1,239.00","4,185.47",5.50,77.90,-1.20,92,100,,,,,,,,,,,,,
18/04/2021,"23,070.00",2.70,2.60,2.30,0.07,"1,241.00","4,180.17",5.50,77.90,-1.20,91,100,,,,,,,,,,,,,
25/04/2021,"23,054.00",2.70,2.60,2.31,0.07,"1,266.00","4,181.17",5.50,77.90,-1.20,91,100,,,,,,,,,,,,,
02/05/2021,"23,060.00",2.90,4.20,2.40,0.05,"1,283.00","4,232.60",7.15,77.90,-2.10,90,101,,,,,,,,,,,,,
09/05/2021,"23,048.00",2.90,4.20,2.38,0.06,"1,320.00","4,173.85",7.15,77.90,-2.10,90,101,,,,,,,,,,,,,
16/05/2021,"23,054.00",2.90,4.20,2.35,0.06,"1,374.00","4,155.86",7.15,77.90,-2.10,90,101,,,,,,,,,,,,,
23/05/2021,"23,045.00",2.90,4.20,2.30,0.06,"1,351.00","4,204.11",7.15,77.90,-2.10,90,101,,,,,,,,,,,,,
30/05/2021,"23,044.00",2.90,4.20,2.24,0.05,"1,377.00","4,229.89",7.15,77.90,-2.10,90,101,,,,,,,,,,,,,
06/06/2021,"22,945.00",2.41,5.00,2.18,0.06,"1,390.00","4,247.44",9.24,77.90,-0.50,91,99.8,,,,,,,,,,,,,
13/06/2021,"22,995.00",2.41,5.00,2.13,0.06,"1,420.00","4,166.45",9.24,77.90,-0.50,92,99.8,,,,,,,,,,,,,
20/06/2021,"23,020.00",2.41,5.00,2.22,0.10,"1,347.00","4,280.70",9.24,77.90,-0.50,92,99.8,,,,,,,,,,,,,
27/06/2021,"22,998.00",2.41,5.00,2.15,0.10,"1,299.00","4,352.34",9.24,77.90,-0.50,92,99.8,,,,,,,,,,,,,
04/07/2021,"23,000.00",2.64,5.40,2.13,0.10,"1,268.00","4,369.55",10.50,78.80,-1.20,92,102,,,,,,,,,,,,,
11/07/2021,"23,011.00",2.64,5.40,2.12,0.10,"1,310.00","4,327.16",10.50,78.80,-1.20,93,102,,,,,,,,,,,,,
18/07/2021,"23,005.00",2.64,5.40,2.13,0.10,"1,341.00","4,411.79",10.50,78.80,-1.20,93,102,,,,,,,,,,,,,
25/07/2021,"22,950.00",2.64,5.40,2.15,0.10,"1,357.00","4,395.26",10.50,78.80,-1.20,92,102,,,,,,,,,,,,,
01/08/2021,"22,927.00",2.82,5.40,2.12,0.07,"1,329.00","4,436.52",11.58,78.80,-0.10,93,105,,,,,,,,,,,,,
08/08/2021,"22,830.00",2.82,5.40,2.16,0.10,"1,313.00","4,468.00",11.58,78.80,-0.10,93,105,,,,,,,,,,,,,
15/08/2021,"22,820.00",2.82,5.40,2.07,0.10,"1,334.00","4,441.67",11.58,78.80,-0.10,94,105,,,,,,,,,,,,,
22/08/2021,"22,789.00",2.82,5.40,2.10,0.09,"1,345.00","4,509.37",11.58,78.80,-0.10,93,105,,,,,,,,,,,,,
29/08/2021,"22,760.00",2.82,5.40,2.07,0.08,"1,352.00","4,535.43",11.58,78.80,-0.10,92,105,,,,,,,,,,,,,
05/09/2021,"22,757.00",2.06,5.30,2.08,0.08,"1,351.00","4,458.58",13.28,78.80,0.30,93,105,,,,,,,,,,,,,
12/09/2021,"22,770.00",2.06,5.30,2.07,0.08,"1,334.00","4,432.99",13.28,78.80,0.30,93,105,,,,,,,,,,,,,
19/09/2021,"22,760.00",2.06,5.30,2.12,0.08,"1,372.00","4,455.48",13.28,78.80,0.30,93,105,,,,,,,,,,,,,
26/09/2021,"22,757.00",2.06,5.30,2.12,0.08,"1,392.00","4,357.04",13.28,78.80,0.30,94,105,,,,,,,,,,,,,
03/10/2021,"22,757.00",1.77,5.40,2.13,0.08,"1,389.00","4,391.34",15.15,73.00,2.80,94,105,,,,,,,,,,,,,
10/10/2021,"22,758.00",1.77,5.40,2.12,0.08,"1,444.00","4,471.37",15.15,73.00,2.80,94,105,,,,,,,,,,,,,
17/10/2021,"22,754.00",1.77,5.40,2.11,0.08,"1,456.00","4,544.90",15.15,73.00,2.80,94,105,,,,,,,,,,,,,
24/10/2021,"22,750.00",1.77,5.40,2.12,0.08,"1,473.00","4,605.38",15.15,73.00,2.80,94,105,,,,,,,,,,,,,
31/10/2021,"22,680.00",1.77,5.40,2.13,0.07,"1,452.00","4,697.53",15.15,73.00,2.80,94,105,,,,,,,,,,,,,
07/11/2021,"22,640.00",2.10,6.20,2.09,0.08,"1,493.00","4,682.85",17.10,73.00,1.30,95,108,,,,,,,,,,,,,
14/11/2021,"22,657.00",2.10,6.20,2.05,0.08,"1,443.00","4,697.96",17.10,73.00,1.30,96,108,,,,,,,,,,,,,
21/11/2021,"22,678.00",2.10,6.20,2.07,0.08,"1,463.00","4,594.62",17.10,73.00,1.30,96,108,,,,,,,,,,,,,
28/11/2021,"22,830.00",2.10,6.20,2.09,0.08,"1,479.00","4,538.43",17.10,73.00,1.30,96,108,,,,,,,,,,,,,
05/12/2021,"23,025.00",1.81,6.80,2.08,0.08,"1,477.00","4,712.02",19.74,73.00,3.00,96,107,,,,,,,,,,,,,
12/12/2021,"22,980.00",1.81,6.80,2.09,0.08,"1,498.00","4,620.64",19.74,73.00,3.00,97,107,,,,,,,,,,,,,
19/12/2021,"22,840.00",1.81,6.80,2.09,0.08,"1,528.00","4,725.79",19.74,73.00,3.00,96,107,,,,,,,,,,,,,
26/12/2021,"22,825.00",1.81,6.80,2.10,0.08,"1,496.00","4,766.18",19.74,73.00,3.00,96,107,,,,,,,,,,,,,
02/01/2022,"22,685.00",1.94,7.00,2.18,0.07,"1,472.00","4,677.03",1.61,76.60,1.30,96,110,,,,,,,,,,,,,
09/01/2022,"22,710.00",1.94,7.00,2.14,0.08,"1,478.00","4,662.85",1.61,76.60,1.30,95,110,,,,,,,,,,,,,
16/01/2022,"22,625.00",1.94,7.00,2.14,0.08,"1,478.00","4,397.94",1.61,76.60,1.30,96,110,,,,,,,,,,,,,
23/01/2022,"22,645.00",1.94,7.00,2.16,0.08,"1,501.00","4,431.85",1.61,76.60,1.30,97,110,,,,,,,,,,,,,
30/01/2022,"22,650.00",1.94,7.00,2.11,0.08,"1,504.00","4,500.53",1.61,76.60,1.30,95,110,,,,,,,,,,,,,
06/02/2022,"22,685.00",1.42,7.50,2.19,0.08,"1,498.00","4,418.64",2.68,76.60,-2.00,96,109,,,,,,,,,,,,,
13/02/2022,"22,820.00",1.42,7.50,2.31,0.08,"1,505.00","4,348.87",2.68,76.60,-2.00,96,109,,,,,,,,,,,,,
20/02/2022,"22,820.00",1.42,7.50,2.28,0.08,"1,466.00","4,384.65",2.68,76.60,-2.00,97,109,,,,,,,,,,,,,
27/02/2022,"22,830.00",1.42,7.50,2.35,0.08,"1,469.00","4,328.87",2.68,76.60,-2.00,99,109,,,,,,,,,,,,,
06/03/2022,"22,873.00",2.41,7.90,2.37,0.08,"1,498.00","4,204.31",4.42,76.60,2.00,99,106,,,,,,,,,,,,,
13/03/2022,"22,860.00",2.41,7.90,2.43,0.08,"1,516.00","4,463.12",4.42,76.60,2.00,98,106,,,,,,,,,,,,,
20/03/2022,"22,861.00",2.41,7.90,2.49,0.33,"1,482.00","4,543.06",4.42,76.60,2.00,99,106,,,,,,,,,,,,,
27/03/2022,"22,837.00",2.41,7.90,2.50,0.33,"1,458.00","4,545.86",4.42,76.60,2.00,99,106,,,,,,,,,,,,,
03/04/2022,"22,860.00",2.64,8.50,2.87,0.33,"1,379.00","4,488.28",5.92,77.80,0.80,100,105,,,,,,,,,,,,,
10/04/2022,"22,899.00",2.64,8.50,3.17,0.33,"1,366.00","4,392.59",5.92,77.80,0.80,100,105,,,,,,,,,,,,,
17/04/2022,"22,965.00",2.64,8.50,3.18,0.33,"1,329.00","4,271.78",5.92,77.80,0.80,101,105,,,,,,,,,,,,,
24/04/2022,"22,962.00",2.64,8.50,3.10,0.33,"1,182.00","4,131.93",5.92,77.80,0.80,103,105,,,,,,,,,,,,,
01/05/2022,"22,955.00",2.86,8.30,3.19,0.33,"1,240.00","4,123.34",7.71,77.80,-2.50,104,103,,,,,,,,,,,,,
08/05/2022,"23,086.00",2.86,8.30,3.42,0.83,"1,285.00","4,023.89",7.71,77.80,-2.50,105,103,,,,,,,,,,,,,
15/05/2022,"23,160.00",2.86,8.30,3.25,0.83,"1,287.00","3,901.36",7.71,77.80,-2.50,103,103,,,,,,,,,,,,,
22/05/2022,"23,195.00",2.86,8.30,3.25,0.83,"1,284.00","4,158.24",7.71,77.80,-2.50,102,103,,,,,,,,,,,,,
29/05/2022,"23,187.00",2.86,8.30,3.27,0.83,"1,217.00","4,108.54",7.71,77.80,-2.50,102,103,,,,,,,,,,,,,
05/06/2022,"23,177.00",3.37,8.60,3.27,0.83,"1,185.00","3,900.86",9.97,77.80,0.40,104,101,,,,,,,,,,,,,
12/06/2022,"23,220.00",3.37,8.60,3.43,0.83,"1,198.00","3,674.84",9.97,77.80,0.40,105,101,,,,,,,,,,,,,
19/06/2022,"23,247.00",3.37,8.60,3.43,1.58,"1,171.00","3,911.74",9.97,77.80,0.40,104,101,,,,,,,,,,,,,
26/06/2022,"23,300.00",3.37,8.60,3.37,1.58,"1,179.00","3,825.33",9.97,77.80,0.40,105,101,,,,,,,,,,,,,
03/07/2022,"23,355.00",3.14,9.10,3.38,1.58,"1,194.00","3,899.38",11.57,73.70,0.10,107,98.6,,,,,,,,,,,,,
10/07/2022,"23,450.00",3.14,9.10,3.40,1.58,"1,206.00","3,863.16",11.57,73.70,0.10,108,98.6,,,,,,,,,,,,,
17/07/2022,"23,400.00",3.14,9.10,3.43,1.58,"1,252.00","3,961.63",11.57,73.70,0.10,107,98.6,,,,,,,,,,,,,
24/07/2022,"23,335.00",3.14,9.10,3.63,1.58,"1,262.00","4,130.29",11.57,73.70,0.10,106,98.6,,,,,,,,,,,,,
31/07/2022,"23,385.00",3.14,9.10,3.71,2.32,"1,269.00","4,145.19",11.57,73.70,0.10,107,98.6,,,,,,,,,,,,,
07/08/2022,"23,392.00",2.89,8.50,3.62,2.33,"1,282.00","4,280.15",12.80,73.70,3.30,106,92.1,,,,,,,,,,,,,
14/08/2022,"23,400.00",2.89,8.50,3.60,2.33,"1,280.00","4,228.48",12.80,73.70,3.30,108,92.1,,,,,,,,,,,,,
21/08/2022,"23,412.00",2.89,8.50,3.64,2.33,"1,248.00","4,057.66",12.80,73.70,3.30,109,92.1,,,,,,,,,,,,,
28/08/2022,"23,450.00",2.89,8.50,3.68,2.33,"1,234.00","3,924.26",12.80,73.70,3.30,110,92.1,,,,,,,,,,,,,
04/09/2022,"23,515.00",3.94,8.30,3.82,2.33,"1,203.00","4,067.36",15.40,73.70,1.40,109,85.8,,,,,,,,,,,,,
11/09/2022,"23,650.00",3.94,8.30,3.90,2.33,"1,132.00","3,873.33",15.40,73.70,1.40,110,85.8,,,,,,,,,,,,,
18/09/2022,"23,700.00",3.94,8.30,4.65,2.33,"1,035.00","3,693.23",15.40,73.70,1.40,113,85.8,,,,,,,,,,,,,
25/09/2022,"23,855.00",3.94,8.30,5.02,3.08,"1,061.00","3,585.62",15.40,73.70,1.40,112,85.8,,,,,,,,,,,,,
02/10/2022,"23,875.00",4.30,8.20,5.14,3.08,"1,019.00","3,639.66",17.70,69.00,2.50,113,84.1,,,,,,,,,,,,,
09/10/2022,"24,110.00",4.30,8.20,5.17,3.08,"1,027.00","3,583.07",17.70,69.00,2.50,113,84.1,,,,,,,,,,,,,
16/10/2022,"24,820.00",4.30,8.20,5.08,3.08,997.00,"3,752.75",17.70,69.00,2.50,112,84.1,,,,,,,,,,,,,
23/10/2022,"24,820.00",4.30,8.20,5.19,3.08,954.00,"3,901.06",17.70,69.00,2.50,111,84.1,,,,,,,,,,,,,
30/10/2022,"24,870.00",4.30,8.20,5.21,3.08,969.00,"3,770.55",17.70,69.00,2.50,111,84.1,,,,,,,,,,,,,
06/11/2022,"24,805.00",4.37,7.70,5.17,3.83,971.00,"3,992.93",19.70,69.00,0.60,106,83.5,,,,,,,,,,,,,
13/11/2022,"24,800.00",4.37,7.70,5.14,3.83,"1,080.00","3,965.34",19.70,69.00,0.60,107,83.5,,,,,,,,,,,,,
20/11/2022,"24,760.00",4.37,7.70,5.16,3.83,"1,051.00","4,026.12",19.70,69.00,0.60,106,83.5,,,,,,,,,,,,,
27/11/2022,"24,350.00",4.37,7.70,5.17,3.83,"1,052.00","4,071.70",19.70,69.00,0.60,105,83.5,,,,,,,,,,,,,
04/12/2022,"23,550.00",4.55,7.10,5.14,3.83,"1,020.00","3,934.38",22.40,69.00,2.40,105,84.7,,,,,,,,,,,,,
11/12/2022,"23,580.00",4.55,7.10,5.13,3.83,"1,007.00","3,852.36",22.40,69.00,2.40,105,84.7,,,,,,,,,,,,,
18/12/2022,"23,560.00",4.55,7.10,5.09,4.33,"1,051.00","3,844.82",22.40,69.00,2.40,104,84.7,,,,,,,,,,,,,
25/12/2022,"23,610.00",4.55,7.10,5.04,4.33,"1,060.00","3,839.50",22.40,69.00,2.40,104,84.7,,,,,,,,,,,,,
01/01/2023,"23,460.00",4.89,6.50,4.98,4.33,"1,108.00","3,895.08",1.35,69.40,0.20,104,86.4,,,,,,,,,,,,,
08/01/2023,"23,435.00",4.89,6.50,4.82,4.33,"1,117.00","3,999.09",1.35,69.40,0.20,102,86.4,,,,,,,,,,,,,
15/01/2023,"23,440.00",4.89,6.50,4.79,4.33,"1,077.00","3,972.61",1.35,69.40,0.20,102,86.4,,,,,,,,,,,,,
22/01/2023,"23,460.00",4.89,6.50,4.76,4.33,"1,055.00","4,070.56",1.35,69.40,0.20,102,86.4,,,,,,,,,,,,,
29/01/2023,"23,440.00",4.89,6.50,4.33,4.33,"1,059.00","4,136.48",1.35,69.40,0.20,103,86.4,,,,,,,,,,,,,
05/02/2023,"23,565.00",4.31,6.40,4.25,4.58,"1,039.00","4,090.46",2.55,69.40,2.80,104,85.8,,,,,,,,,,,,,
12/02/2023,"23,810.00",4.31,6.40,4.35,4.58,"1,024.00","4,079.09",2.55,69.40,2.80,104,85.8,,,,,,,,,,,,,
19/02/2023,"23,780.00",4.31,6.40,4.58,4.58,"1,053.00","3,970.04",2.55,69.40,2.80,105,85.8,,,,,,,,,,,,,
26/02/2023,"23,710.00",4.31,6.40,4.60,4.58,"1,045.00","4,045.64",2.55,69.40,2.80,105,85.8,,,,,,,,,,,,,
05/03/2023,"23,660.00",3.35,6.00,4.47,4.57,"1,046.00","3,861.59",4.32,69.40,1.40,105,86.3,,,,,,,,,,,,,
12/03/2023,"23,570.00",3.35,6.00,4.10,4.57,"1,064.00","3,916.64",4.32,69.40,1.40,104,86.3,,,,,,,,,,,,,
19/03/2023,"23,510.00",3.35,6.00,3.71,4.58,"1,069.00","3,970.99",4.32,69.40,1.40,103,86.3,,,,,,,,,,,,,
26/03/2023,"23,450.00",3.35,6.00,3.47,4.83,"1,052.00","4,109.31",4.32,69.40,1.40,103,86.3,,,,,,,,,,,,,
02/04/2023,"23,442.00",2.81,5.00,3.55,4.83,"1,042.00","4,105.02",5.85,63.80,2.70,102,88.1,,,,,,,,,,,,,
09/04/2023,"23,440.00",2.81,5.00,3.47,4.83,"1,049.00","4,137.64",5.85,63.80,2.70,102,88.1,,,,,,,,,,,,,
16/04/2023,"23,485.00",2.81,5.00,3.42,4.83,"1,040.00","4,133.52",5.85,63.80,2.70,102,88.1,,,,,,,,,,,,,
23/04/2023,"23,450.00",2.81,5.00,3.36,4.83,"1,066.00","4,169.48",5.85,63.80,2.70,102,88.1,,,,,,,,,,,,,
30/04/2023,"23,440.00",2.81,5.00,3.27,4.83,"1,067.00","4,136.25",5.85,63.80,2.70,101,88.1,,,,,,,,,,,,,
07/05/2023,"23,450.00",2.43,4.90,3.12,5.08,"1,063.00","4,124.08",7.56,63.80,1.20,103,87.7,,,,,,,,,,,,,
14/05/2023,"23,460.00",2.43,4.90,3.10,5.08,"1,090.00","4,191.98",7.56,63.80,1.20,103,87.7,,,,,,,,,,,,,
